Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,3683.047119,3876.785156,2172.301270,2688.278809,2688.278809,491108556504
2022-02-01,2687.898926,3271.316162,2308.914795,2919.201172,2919.201172,416163449938
2022-03-01,2919.775879,3470.186279,2455.593750,3281.642822,3281.642822,436852450559
2022-04-01,3282.576172,3573.960205,2727.406250,2730.186768,2730.186768,493826441956
2022-05-01,2729.994141,2956.686768,1721.264771,1942.328003,1942.328003,636271175493
2022-06-01,1942.050659,1965.166626,896.109009,1067.298828,1067.298828,562032668964
2022-07-01,1068.316772,1774.576416,1019.220337,1681.517334,1681.517334,534457515643
2022-08-01,1681.445557,2022.791504,1427.728394,1553.684937,1553.684937,554162785316
2022-09-01,1553.756348,1784.497803,1229.426758,1327.978638,1327.978638,496652295826
2022-10-01,1328.193726,1652.382202,1209.278198,1572.714478,1572.714478,382071643030
2022-11-01,1572.645386,1661.334717,1081.138184,1295.688599,1295.688599,421797905717
2022-12-01,1295.769531,1346.174438,1160.377197,1220.159424,1220.159424,130990052261
